"","case","alt","choice","dist","cost","ivt","ovt","freq","income","urban","noalt"
"496",157,"train",0,354,59,237,69,4,55,1,4
"497",157,"air",1,354,155.8,56,97,9,55,1,4
"498",157,"bus",0,354,27.34,301,68,8,55,1,4
"499",157,"car",0,354,67.26,231,0,0,55,1,4
"500",158,"train",0,354,59,237,69,4,70,1,4
"501",158,"air",1,354,155.8,56,97,9,70,1,4
"502",158,"bus",0,354,27.34,301,68,8,70,1,4
"503",158,"car",0,354,67.26,231,0,0,70,1,4
"504",159,"train",0,354,59,237,69,4,35,1,4
"505",159,"air",0,354,155.8,56,97,9,35,1,4
"506",159,"bus",0,354,27.34,301,68,8,35,1,4
"507",159,"car",1,354,67.26,231,0,0,35,1,4
"508",160,"train",0,354,59,237,69,4,55,1,4
"509",160,"air",0,354,155.8,56,97,9,55,1,4
"510",160,"bus",0,354,27.34,301,68,8,55,1,4
"511",160,"car",1,354,67.26,231,0,0,55,1,4
"512",161,"train",0,354,59,237,69,4,70,1,4
"513",161,"air",0,354,155.8,56,97,9,70,1,4
"514",161,"bus",0,354,27.34,301,68,8,70,1,4
"515",161,"car",1,354,67.26,231,0,0,70,1,4
"516",162,"train",0,354,59,237,69,4,70,1,4
"517",162,"air",0,354,155.8,56,97,9,70,1,4
"518",162,"bus",0,354,27.34,301,68,8,70,1,4
"519",162,"car",1,354,67.26,231,0,0,70,1,4
"520",163,"train",0,354,59,237,69,4,70,1,4
"521",163,"air",0,354,155.8,56,97,9,70,1,4
"522",163,"bus",0,354,27.34,301,68,8,70,1,4
"523",163,"car",1,354,67.26,231,0,0,70,1,4
"524",164,"train",0,354,59,237,69,4,35,1,4
"525",164,"air",0,354,155.8,56,97,9,35,1,4
"526",164,"bus",0,354,27.34,301,68,8,35,1,4
"527",164,"car",1,354,67.26,231,0,0,35,1,4
"528",165,"train",0,354,59,237,69,4,31,1,4
"529",165,"air",0,354,155.8,56,97,9,31,1,4
"530",165,"bus",0,354,27.34,301,68,8,31,1,4
"531",165,"car",1,354,67.26,231,0,0,31,1,4
"532",166,"train",0,354,59,237,69,4,25,1,4
"533",166,"air",0,354,155.8,56,97,9,25,1,4
"534",166,"bus",0,354,27.34,301,68,8,25,1,4
"535",166,"car",1,354,67.26,231,0,0,25,1,4
"536",167,"train",0,354,59,237,69,4,25,1,4
"537",167,"air",0,354,155.8,56,97,9,25,1,4
"538",167,"bus",0,354,27.34,301,68,8,25,1,4
"539",167,"car",1,354,67.26,231,0,0,25,1,4
"540",168,"train",1,362,61.35,237,94,4,15,1,4
"541",168,"air",0,362,152.65,56,93,9,15,1,4
"542",168,"bus",0,362,27.27,301,83,8,15,1,4
"543",168,"car",0,362,68.78,242,0,0,15,1,4
"544",169,"train",1,362,61.35,237,94,4,15,1,4
"545",169,"air",0,362,152.65,56,93,9,15,1,4
"546",169,"bus",0,362,27.27,301,83,8,15,1,4
"547",169,"car",0,362,68.78,242,0,0,15,1,4
"548",170,"train",0,362,61.35,237,94,4,70,1,4
"549",170,"air",1,362,152.65,56,93,9,70,1,4
"550",170,"bus",0,362,27.27,301,83,8,70,1,4
"551",170,"car",0,362,68.78,242,0,0,70,1,4
"552",171,"train",0,362,61.35,237,94,4,55,1,4
"553",171,"air",1,362,152.65,56,93,9,55,1,4
"554",171,"bus",0,362,27.27,301,83,8,55,1,4
"555",171,"car",0,362,68.78,242,0,0,55,1,4
"556",172,"train",0,362,61.35,237,94,4,70,1,4
"557",172,"air",1,362,152.65,56,93,9,70,1,4
"558",172,"bus",0,362,27.27,301,83,8,70,1,4
"559",172,"car",0,362,68.78,242,0,0,70,1,4
"560",173,"train",0,362,61.35,237,94,4,70,1,4
"561",173,"air",1,362,152.65,56,93,9,70,1,4
"562",173,"bus",0,362,27.27,301,83,8,70,1,4
"563",173,"car",0,362,68.78,242,0,0,70,1,4
"564",174,"train",0,362,61.35,237,94,4,70,1,4
"565",174,"air",1,362,152.65,56,93,9,70,1,4
"566",174,"bus",0,362,27.27,301,83,8,70,1,4
"567",174,"car",0,362,68.78,242,0,0,70,1,4
"568",175,"train",0,362,61.35,237,94,4,25,1,4
"569",175,"air",0,362,152.65,56,93,9,25,1,4
"570",175,"bus",0,362,27.27,301,83,8,25,1,4
"571",175,"car",1,362,68.78,242,0,0,25,1,4
"572",176,"train",0,362,61.35,237,94,4,70,1,4
"573",176,"air",0,362,152.65,56,93,9,70,1,4
"574",176,"bus",0,362,27.27,301,83,8,70,1,4
"575",176,"car",1,362,68.78,242,0,0,70,1,4
"576",177,"train",0,362,61.35,237,94,4,45,1,4
"577",177,"air",0,362,152.65,56,93,9,45,1,4
"578",177,"bus",0,362,27.27,301,83,8,45,1,4
"579",177,"car",1,362,68.78,242,0,0,45,1,4
"580",178,"train",0,362,61.35,237,94,4,55,1,4
"581",178,"air",0,362,152.65,56,93,9,55,1,4
"582",178,"bus",0,362,27.27,301,83,8,55,1,4
"583",178,"car",1,362,68.78,242,0,0,55,1,4
"584",179,"train",0,362,61.35,237,94,4,55,1,4
"585",179,"air",0,362,152.65,56,93,9,55,1,4
"586",179,"bus",0,362,27.27,301,83,8,55,1,4
"587",179,"car",1,362,68.78,242,0,0,55,1,4
"588",180,"train",0,362,61.35,237,94,4,70,1,4
"589",180,"air",0,362,152.65,56,93,9,70,1,4
"590",180,"bus",0,362,27.27,301,83,8,70,1,4
"591",180,"car",1,362,68.78,242,0,0,70,1,4
"592",181,"train",1,365,60.85,237,94,4,45,1,4
"593",181,"air",0,365,154.45,56,99,9,45,1,4
"594",181,"bus",0,365,27.42,301,86,8,45,1,4
"595",181,"car",0,365,69.35,245,0,0,45,1,4
"596",182,"train",1,365,60.85,237,94,4,70,1,4
"597",182,"air",0,365,154.45,56,99,9,70,1,4
"598",182,"bus",0,365,27.42,301,86,8,70,1,4
"599",182,"car",0,365,69.35,245,0,0,70,1,4
"600",183,"train",0,365,60.85,237,94,4,70,1,4
"601",183,"air",1,365,154.45,56,99,9,70,1,4
"602",183,"bus",0,365,27.42,301,86,8,70,1,4
"603",183,"car",0,365,69.35,245,0,0,70,1,4
"604",184,"train",0,365,60.85,237,94,4,70,1,4
"605",184,"air",1,365,154.45,56,99,9,70,1,4
"606",184,"bus",0,365,27.42,301,86,8,70,1,4
"607",184,"car",0,365,69.35,245,0,0,70,1,4
"608",185,"train",0,365,60.85,237,94,4,25,1,4
"609",185,"air",0,365,154.45,56,99,9,25,1,4
"610",185,"bus",0,365,27.42,301,86,8,25,1,4
"611",185,"car",1,365,69.35,245,0,0,25,1,4
"612",186,"train",0,365,60.85,237,94,4,45,1,4
"613",186,"air",0,365,154.45,56,99,9,45,1,4
"614",186,"bus",0,365,27.42,301,86,8,45,1,4
"615",186,"car",1,365,69.35,245,0,0,45,1,4
"616",187,"train",0,365,60.85,237,94,4,70,1,4
"617",187,"air",0,365,154.45,56,99,9,70,1,4
"618",187,"bus",0,365,27.42,301,86,8,70,1,4
"619",187,"car",1,365,69.35,245,0,0,70,1,4
"620",188,"train",0,365,60.85,237,94,4,25,1,4
"621",188,"air",0,365,154.45,56,99,9,25,1,4
"622",188,"bus",0,365,27.42,301,86,8,25,1,4
"623",188,"car",1,365,69.35,245,0,0,25,1,4
"624",189,"train",0,365,60.85,237,94,4,45,1,4
"625",189,"air",0,365,154.45,56,99,9,45,1,4
"626",189,"bus",0,365,27.42,301,86,8,45,1,4
"627",189,"car",1,365,69.35,245,0,0,45,1,4
"628",190,"train",0,377,61.85,237,108,4,45,0,4
"629",190,"air",0,377,146.2,56,84,9,45,0,4
"630",190,"bus",0,377,26.67,301,88,8,45,0,4
"631",190,"car",1,377,71.63,262,0,0,45,0,4
"632",191,"train",0,380,62.85,237,112,4,70,0,4
"633",191,"air",1,380,154.2,56,104,9,70,0,4
"634",191,"bus",0,380,31.67,301,93,8,70,0,4
"635",191,"car",0,380,72.2,265,0,0,70,0,4
"636",192,"train",0,380,62.85,237,112,4,70,0,4
"637",192,"air",1,380,154.2,56,104,9,70,0,4
"638",192,"bus",0,380,31.67,301,93,8,70,0,4
"639",192,"car",0,380,72.2,265,0,0,70,0,4
"640",193,"train",0,380,62.85,237,112,4,45,0,4
"641",193,"air",0,380,154.2,56,104,9,45,0,4
"642",193,"bus",0,380,31.67,301,93,8,45,0,4
"643",193,"car",1,380,72.2,265,0,0,45,0,4
"644",194,"train",0,380,62.85,237,112,4,35,0,4
"645",194,"air",0,380,154.2,56,104,9,35,0,4
"646",194,"bus",0,380,31.67,301,93,8,35,0,4
"647",194,"car",1,380,72.2,265,0,0,35,0,4
"648",195,"train",0,380,62.85,237,112,4,70,0,4
"649",195,"air",0,380,154.2,56,104,9,70,0,4
"650",195,"bus",0,380,31.67,301,93,8,70,0,4
"651",195,"car",1,380,72.2,265,0,0,70,0,4
"652",196,"train",0,380,61.85,237,94,4,45,0,4
"653",196,"air",0,380,155.2,56,99,9,45,0,4
"654",196,"bus",0,380,26.67,301,83,8,45,0,4
"655",196,"car",1,380,72.2,265,0,0,45,0,4
"656",197,"train",0,409,62.85,237,124,4,55,0,4
"657",197,"air",0,409,150.2,56,114,9,55,0,4
"658",197,"bus",0,409,26.67,301,113,8,55,0,4
"659",197,"car",1,409,77.71,276,0,0,55,0,4
"660",198,"train",0,409,62.85,237,124,4,70,0,4
"661",198,"air",0,409,150.2,56,114,9,70,0,4
"662",198,"bus",0,409,26.67,301,113,8,70,0,4
"663",198,"car",1,409,77.71,276,0,0,70,0,4
"664",199,"train",0,393,62.85,237,112,4,70,0,4
"665",199,"air",0,393,150.2,56,109,9,70,0,4
"666",199,"bus",0,393,26.67,301,103,8,70,0,4
"667",199,"car",1,393,74.67,258,0,0,70,0,4
"668",200,"train",0,405,64.65,317,59,3,55,0,3
"669",200,"air",1,405,154.2,56,134,9,55,0,3
"670",200,"car",0,405,76.95,262,0,0,55,0,3
"671",201,"train",0,428,70.85,237,144,4,15,0,3
"672",201,"air",0,428,154.2,56,134,9,15,0,3
"673",201,"car",1,428,81.32,277,0,0,15,0,3
"674",202,"train",0,320,46.65,117,124,4,45,0,2
"675",202,"car",1,320,60.8,240,0,0,45,0,2
"676",203,"train",0,433,64.25,316,94,2,70,0,3
"677",203,"air",0,433,148.75,56,122,9,70,0,3
"678",203,"car",1,433,82.27,314,0,0,70,0,3
"679",204,"train",0,476,70.85,237,114,4,70,0,3
"680",204,"air",0,476,150.2,56,124,9,70,0,3
"681",204,"car",1,476,90.44,313,0,0,70,0,3
"682",205,"air",0,496,164.2,56,149,9,70,0,2
"683",205,"car",1,496,94.24,318,0,0,70,0,2
"684",206,"train",0,608,83.65,391,74,3,35,0,3
"685",206,"air",0,608,178.5,161,99,6,35,0,3
"686",206,"car",1,608,115.52,402,0,0,35,0,3
"687",207,"train",1,592,88.75,430,64,3,35,0,3
"688",207,"air",0,592,175.65,161,67,6,35,0,3
"689",207,"car",0,592,112.48,373,0,0,35,0,3
"690",208,"train",1,592,88.75,430,64,3,70,0,3
"691",208,"air",0,592,175.65,161,67,6,70,0,3
"692",208,"car",0,592,112.48,373,0,0,70,0,3
"693",209,"train",0,592,88.75,430,64,3,70,0,3
"694",209,"air",1,592,175.65,161,67,6,70,0,3
"695",209,"car",0,592,112.48,373,0,0,70,0,3
"696",210,"train",0,737,106.65,573,84,2,35,1,3
"697",210,"air",0,737,207.8,181,84,9,35,1,3
"698",210,"car",1,737,140.03,493,0,0,35,1,3
"699",211,"train",1,771,104.65,573,73,2,30,1,3
"700",211,"air",0,771,204.4,181,79,9,30,1,3
"701",211,"car",0,771,146.49,500,0,0,30,1,3
"702",212,"train",1,771,104.65,573,73,2,55,1,3
"703",212,"air",0,771,204.4,181,79,9,55,1,3
"704",212,"car",0,771,146.49,500,0,0,55,1,3
"705",213,"train",0,771,104.65,573,73,2,70,1,3
"706",213,"air",1,771,204.4,181,79,9,70,1,3
"707",213,"car",0,771,146.49,500,0,0,70,1,3
"708",214,"train",0,771,104.65,573,73,2,30,1,3
"709",214,"air",1,771,204.4,181,79,9,30,1,3
"710",214,"car",0,771,146.49,500,0,0,30,1,3
"711",215,"train",0,771,104.65,573,73,2,70,1,3
"712",215,"air",1,771,204.4,181,79,9,70,1,3
"713",215,"car",0,771,146.49,500,0,0,70,1,3
"714",216,"train",0,771,104.65,573,73,2,55,1,3
"715",216,"air",1,771,204.4,181,79,9,55,1,3
"716",216,"car",0,771,146.49,500,0,0,55,1,3
"717",217,"train",0,771,104.65,573,73,2,55,1,3
"718",217,"air",1,771,204.4,181,79,9,55,1,3
"719",217,"car",0,771,146.49,500,0,0,55,1,3
"720",218,"train",0,771,104.65,573,73,2,55,1,3
"721",218,"air",1,771,204.4,181,79,9,55,1,3
"722",218,"car",0,771,146.49,500,0,0,55,1,3
"723",219,"train",0,771,104.65,573,73,2,35,1,3
"724",219,"air",0,771,204.4,181,79,9,35,1,3
"725",219,"car",1,771,146.49,500,0,0,35,1,3
"726",220,"train",0,771,104.65,573,73,2,15,1,3
"727",220,"air",0,771,204.4,181,79,9,15,1,3
"728",220,"car",1,771,146.49,500,0,0,15,1,3
"729",221,"train",0,893,107.35,580,74,2,70,1,3
"730",221,"air",1,893,226.15,170,80,9,70,1,3
"731",221,"car",0,893,169.67,562,0,0,70,1,3
"732",222,"train",1,883,109.8,599,74,2,25,1,3
"733",222,"air",0,883,228.9,170,84,9,25,1,3
"734",222,"car",0,883,167.77,549,0,0,25,1,3
"735",223,"train",1,883,109.8,599,74,2,25,1,3
"736",223,"air",0,883,228.9,170,84,9,25,1,3
"737",223,"car",0,883,167.77,549,0,0,25,1,3
"738",224,"train",0,883,109.8,599,74,2,70,1,3
"739",224,"air",1,883,228.9,170,84,9,70,1,3
"740",224,"car",0,883,167.77,549,0,0,70,1,3
"741",225,"train",0,883,109.8,599,74,2,35,1,3
"742",225,"air",1,883,228.9,170,84,9,35,1,3
"743",225,"car",0,883,167.77,549,0,0,35,1,3
"744",226,"train",0,883,109.8,599,74,2,45,1,3
"745",226,"air",0,883,228.9,170,84,9,45,1,3
"746",226,"car",1,883,167.77,549,0,0,45,1,3
"747",227,"train",0,83,32,50,85,4,45,0,2
"748",227,"car",1,83,15.77,74,0,0,45,0,2
"749",228,"train",0,83,32,50,85,4,70,0,2
"750",228,"car",1,83,15.77,74,0,0,70,0,2
"751",229,"train",0,182,44.15,117,85,4,35,0,3
"752",229,"bus",0,182,22.72,149,105,8,35,0,3
"753",229,"car",1,182,34.58,131,0,0,35,0,3
"754",230,"train",0,323,67.4,209,105,4,70,0,3
"755",230,"air",0,323,163.6,56,145,9,70,0,3
"756",230,"car",1,323,61.37,220,0,0,70,0,3
"757",231,"train",0,170,44.4,117,95,4,15,0,3
"758",231,"bus",0,170,22.72,149,79,8,15,0,3
"759",231,"car",1,170,32.3,123,0,0,15,0,3
"760",232,"train",0,166,40.9,117,75,4,70,0,3
"761",232,"bus",0,166,22.22,149,74,8,70,0,3
"762",232,"car",1,166,31.54,126,0,0,70,0,3
"763",233,"train",0,166,40.9,117,75,4,70,0,3
"764",233,"bus",0,166,22.22,149,74,8,70,0,3
"765",233,"car",1,166,31.54,126,0,0,70,0,3
"766",234,"train",0,166,40.9,117,75,4,45,0,3
"767",234,"bus",0,166,22.22,149,74,8,45,0,3
"768",234,"car",1,166,31.54,126,0,0,45,0,3
"769",235,"train",0,166,40.9,117,75,4,35,0,3
"770",235,"bus",0,166,22.22,149,74,8,35,0,3
"771",235,"car",1,166,31.54,126,0,0,35,0,3
"772",236,"train",0,166,40.9,117,75,4,45,0,3
"773",236,"bus",0,166,22.22,149,74,8,45,0,3
"774",236,"car",1,166,31.54,126,0,0,45,0,3
"775",237,"train",0,166,41.4,117,79,4,15,0,3
"776",237,"bus",0,166,22.72,149,79,8,15,0,3
"777",237,"car",1,166,31.54,126,0,0,15,0,3
"778",238,"train",0,209,44.9,117,100,4,70,0,2
"779",238,"car",1,209,39.71,148,0,0,70,0,2
"780",239,"train",0,257,47.4,260,75,2,45,0,3
"781",239,"air",0,257,163.3,56,135,9,45,0,3
"782",239,"car",1,257,48.83,173,0,0,45,0,3
"783",240,"train",0,261,48.4,260,77,2,45,0,3
"784",240,"air",0,261,158.3,56,140,9,45,0,3
"785",240,"car",1,261,49.59,178,0,0,45,0,3
"786",241,"train",0,295,58,215,74,4,70,0,3
"787",241,"air",0,295,150.3,56,100,9,70,0,3
"788",241,"car",1,295,56.05,208,0,0,70,0,3
"789",242,"train",0,298,59.5,215,90,4,55,0,3
"790",242,"air",0,298,150.3,56,106,9,55,0,3
"791",242,"car",1,298,56.62,210,0,0,55,0,3
"792",243,"train",1,355,59,215,85,4,70,0,4
"793",243,"air",0,355,146.9,56,91,9,70,0,4
"794",243,"bus",0,355,30.37,301,79,8,70,0,4
"795",243,"car",0,355,67.45,256,0,0,70,0,4
"796",244,"train",0,355,59,215,85,4,70,0,4
"797",244,"air",0,355,146.9,56,91,9,70,0,4
"798",244,"bus",0,355,30.37,301,79,8,70,0,4
"799",244,"car",1,355,67.45,256,0,0,70,0,4
"800",245,"train",0,343,61.6,237,105,4,55,1,4
"801",245,"air",1,343,155.3,56,83,9,55,1,4
"802",245,"bus",0,343,30.67,301,99,8,55,1,4
"803",245,"car",0,343,65.17,240,0,0,55,1,4
"804",246,"train",1,332,59.75,237,80,4,70,1,4
"805",246,"air",0,332,159.9,56,103,9,70,1,4
"806",246,"bus",0,332,30.19,301,84,8,70,1,4
"807",246,"car",0,332,63.08,226,0,0,70,1,4
"808",247,"train",0,340,62.1,237,105,4,70,1,4
"809",247,"air",1,340,156.75,56,99,9,70,1,4
"810",247,"bus",0,340,30.12,301,99,8,70,1,4
"811",247,"car",0,340,64.6,237,0,0,70,1,4
"812",248,"train",0,340,62.1,237,105,4,70,1,4
"813",248,"air",1,340,156.75,56,99,9,70,1,4
"814",248,"bus",0,340,30.12,301,99,8,70,1,4
"815",248,"car",0,340,64.6,237,0,0,70,1,4
"816",249,"train",0,358,63.6,237,123,4,35,0,4
"817",249,"air",0,358,158.3,56,110,9,35,0,4
"818",249,"bus",0,358,34.52,301,109,8,35,0,4
"819",249,"car",1,358,68.02,260,0,0,35,0,4
"820",250,"train",0,370,63.6,237,135,4,70,0,4
"821",250,"air",1,370,154.3,56,115,9,70,0,4
"822",250,"bus",0,370,29.52,301,129,8,70,0,4
"823",250,"car",0,370,70.3,276,0,0,70,0,4
"824",251,"train",0,387,63.6,237,135,4,70,0,4
"825",251,"air",0,387,154.3,56,120,9,70,0,4
"826",251,"bus",0,387,29.52,301,129,8,70,0,4
"827",251,"car",1,387,73.53,271,0,0,70,0,4
"828",252,"train",0,298,47.4,117,135,4,35,0,2
"829",252,"car",1,298,56.62,234,0,0,35,0,2
"830",253,"train",0,507,79.2,391,75,3,70,0,3
"831",253,"air",0,507,182.6,161,105,6,70,0,3
"832",253,"car",1,507,96.33,330,0,0,70,0,3
"833",254,"train",0,745,103.6,547,70,2,55,0,3
"834",254,"air",1,745,219.9,181,135,9,55,0,3
"835",254,"car",0,745,141.55,473,0,0,55,0,3
"836",255,"train",0,745,103.6,547,70,2,35,0,3
"837",255,"air",0,745,219.9,181,135,9,35,0,3
"838",255,"car",1,745,141.55,473,0,0,35,0,3
"839",256,"train",1,749,105.4,573,84,2,34,1,3
"840",256,"air",0,749,208.5,181,85,9,34,1,3
"841",256,"car",0,749,142.31,494,0,0,34,1,3
"842",257,"train",0,759,107.1,573,85,2,32,1,3
"843",257,"air",1,759,209.9,181,85,9,32,1,3
"844",257,"car",0,759,144.21,507,0,0,32,1,3
"845",258,"train",0,121,45.15,117,95,4,15,0,3
"846",258,"bus",0,121,22.92,149,116,8,15,0,3
"847",258,"car",1,121,22.99,86,0,0,15,0,3
"848",259,"train",0,121,45.15,117,95,4,45,0,3
"849",259,"bus",0,121,22.92,149,116,8,45,0,3
"850",259,"car",1,121,22.99,86,0,0,45,0,3
"851",260,"train",0,262,68.4,209,115,4,35,0,3
"852",260,"air",0,262,163.6,56,165,9,35,0,3
"853",260,"car",1,262,49.78,175,0,0,35,0,3
"854",261,"train",1,105,41.9,117,85,4,29,0,3
"855",261,"bus",0,105,22.42,149,85,8,29,0,3
"856",261,"car",0,105,19.95,80,0,0,29,0,3
"857",262,"train",1,105,41.9,117,85,4,45,0,3
"858",262,"bus",0,105,22.42,149,85,8,45,0,3
"859",262,"car",0,105,19.95,80,0,0,45,0,3
"860",263,"train",0,105,41.9,117,85,4,70,0,3
"861",263,"bus",0,105,22.42,149,85,8,70,0,3
"862",263,"car",1,105,19.95,80,0,0,70,0,3
"863",264,"train",0,105,41.9,117,85,4,25,0,3
"864",264,"bus",0,105,22.42,149,85,8,25,0,3
"865",264,"car",1,105,19.95,80,0,0,25,0,3
"866",265,"train",0,105,42.4,117,89,4,55,0,3
"867",265,"bus",0,105,22.92,149,90,8,55,0,3
"868",265,"car",1,105,19.95,80,0,0,55,0,3
"869",266,"train",0,148,45.9,117,110,4,45,0,2
"870",266,"car",1,148,28.12,102,0,0,45,0,2
"871",267,"train",0,196,48.4,260,85,2,45,0,3
"872",267,"air",0,196,163.3,56,155,9,45,0,3
"873",267,"car",1,196,37.24,128,0,0,45,0,3
"874",268,"train",0,196,48.4,260,85,2,15,0,3
"875",268,"air",0,196,163.3,56,155,9,15,0,3
"876",268,"car",1,196,37.24,128,0,0,15,0,3
"877",269,"train",0,196,48.4,260,85,2,45,0,3
"878",269,"air",0,196,163.3,56,155,9,45,0,3
"879",269,"car",1,196,37.24,128,0,0,45,0,3
"880",270,"train",0,217,57.4,209,90,4,70,0,3
"881",270,"air",0,217,153.65,56,130,9,70,0,3
"882",270,"car",1,217,41.23,149,0,0,70,0,3
"883",271,"train",0,294,60,215,95,4,55,0,4
"884",271,"air",0,294,146.9,56,111,9,55,0,4
"885",271,"bus",0,294,30.57,301,90,8,55,0,4
"886",271,"car",1,294,55.86,211,0,0,55,0,4
"887",272,"train",1,271,60.75,237,90,4,70,1,4
"888",272,"air",0,271,159.9,56,123,9,70,1,4
"889",272,"bus",0,271,30.39,301,95,8,70,1,4
"890",272,"car",0,271,51.49,181,0,0,70,1,4
"891",273,"train",1,271,60.75,237,90,4,70,1,4
"892",273,"air",0,271,159.9,56,123,9,70,1,4
"893",273,"bus",0,271,30.39,301,95,8,70,1,4
"894",273,"car",0,271,51.49,181,0,0,70,1,4
"895",274,"train",1,271,60.75,237,90,4,55,1,4
"896",274,"air",0,271,159.9,56,123,9,55,1,4
"897",274,"bus",0,271,30.39,301,95,8,55,1,4
"898",274,"car",0,271,51.49,181,0,0,55,1,4
"899",275,"train",0,271,60.75,237,90,4,70,1,4
"900",275,"air",0,271,159.9,56,123,9,70,1,4
"901",275,"bus",0,271,30.39,301,95,8,70,1,4
"902",275,"car",1,271,51.49,181,0,0,70,1,4
"903",276,"train",0,271,60.75,237,90,4,35,1,4
"904",276,"air",0,271,159.9,56,123,9,35,1,4
"905",276,"bus",0,271,30.39,301,95,8,35,1,4
"906",276,"car",1,271,51.49,181,0,0,35,1,4
"907",277,"train",0,279,63.1,237,115,4,25,1,4
"908",277,"air",0,279,156.75,56,119,9,25,1,4
"909",277,"bus",0,279,30.32,301,110,8,25,1,4
"910",277,"car",1,279,53.01,192,0,0,25,1,4
"911",278,"train",1,396,75.6,237,170,4,70,0,3
"912",278,"air",0,396,168.3,56,175,9,70,0,3
"913",278,"car",0,396,75.24,269,0,0,70,0,3
"914",279,"air",1,927,243,170,175,9,45,0,2
"915",279,"car",0,927,176.13,575,0,0,45,0,2
"916",280,"air",1,956,243,170,180,9,45,0,2
"917",280,"car",0,956,181.64,600,0,0,45,0,2
"918",281,"air",1,1077,272.7,260,170,4,45,0,2
"919",281,"car",0,1077,204.63,700,0,0,45,0,2
"920",282,"train",0,204,34.8,67,100,4,35,0,2
"921",282,"car",1,204,38.76,149,0,0,35,0,2
"922",283,"train",0,218,41.8,210,70,2,45,0,3
"923",283,"air",0,218,157.8,50,145,4,45,0,3
"924",283,"car",1,218,41.42,146,0,0,45,0,3
"925",284,"train",0,256,48.2,165,69,4,35,0,3
"926",284,"air",0,256,144.8,50,110,4,35,0,3
"927",284,"car",1,256,48.64,182,0,0,35,0,3
"928",285,"train",1,293,50.75,187,75,4,70,1,4
"929",285,"air",0,293,154.4,50,113,4,70,1,4
"930",285,"bus",0,293,25.71,316,90,2,70,1,4
"931",285,"car",0,293,55.67,199,0,0,70,1,4
"932",286,"train",0,293,50.75,187,75,4,70,1,4
"933",286,"air",0,293,154.4,50,113,4,70,1,4
"934",286,"bus",0,293,25.71,316,90,2,70,1,4
"935",286,"car",1,293,55.67,199,0,0,70,1,4
"936",287,"train",0,47,32.5,67,115,4,35,0,2
"937",287,"car",1,47,8.93,43,0,0,35,0,2
"938",288,"train",0,198,41.7,124,105,2,45,0,3
"939",288,"air",0,198,156.5,50,140,4,45,0,3
"940",288,"car",1,198,37.62,135,0,0,45,0,3
"941",289,"train",0,347,53.5,159,100,1,55,0,3
"942",289,"air",0,347,149.9,50,118,4,55,0,3
"943",289,"car",1,347,65.93,234,0,0,55,0,3
"944",290,"train",1,104,27,67,70,4,45,0,2
"945",290,"car",0,104,19.76,78,0,0,45,0,2
"946",291,"train",1,104,27,67,70,4,40,0,2
"947",291,"car",0,104,19.76,78,0,0,40,0,2
"948",292,"train",1,104,27,67,70,4,55,0,2
"949",292,"car",0,104,19.76,78,0,0,55,0,2
"950",293,"train",1,104,27,67,70,4,25,0,2
"951",293,"car",0,104,19.76,78,0,0,25,0,2
"952",294,"train",1,104,27,67,70,4,25,0,2
"953",294,"car",0,104,19.76,78,0,0,25,0,2
"954",295,"train",0,104,27,67,70,4,55,0,2
"955",295,"car",1,104,19.76,78,0,0,55,0,2
"956",296,"train",0,104,27,67,70,4,55,0,2
"957",296,"car",1,104,19.76,78,0,0,55,0,2
"958",297,"train",0,104,27,67,70,4,70,0,2
"959",297,"car",1,104,19.76,78,0,0,70,0,2
"960",298,"train",0,104,27,67,70,4,35,0,2
"961",298,"car",1,104,19.76,78,0,0,35,0,2
"962",299,"train",0,104,27,67,70,4,27,0,2
"963",299,"car",1,104,19.76,78,0,0,27,0,2
"964",300,"train",0,104,27,67,70,4,70,0,2
"965",300,"car",1,104,19.76,78,0,0,70,0,2
"966",301,"train",0,104,27,67,70,4,25,0,2
"967",301,"car",1,104,19.76,78,0,0,25,0,2
"968",302,"train",0,104,27,67,70,4,70,0,2
"969",302,"car",1,104,19.76,78,0,0,70,0,2
"970",303,"train",0,104,27,67,70,4,55,0,2
"971",303,"car",1,104,19.76,78,0,0,55,0,2
"972",304,"train",0,104,27,67,70,4,45,0,2
"973",304,"car",1,104,19.76,78,0,0,45,0,2
"974",305,"train",0,104,27,67,70,4,55,0,2
"975",305,"car",1,104,19.76,78,0,0,55,0,2
"976",306,"train",0,104,27,67,70,4,35,0,2
"977",306,"car",1,104,19.76,78,0,0,35,0,2
"978",307,"train",0,104,27,67,70,4,70,0,2
"979",307,"car",1,104,19.76,78,0,0,70,0,2
"980",308,"train",0,104,27,67,70,4,45,0,2
"981",308,"car",1,104,19.76,78,0,0,45,0,2
"982",309,"train",0,104,27,67,70,4,55,0,2
"983",309,"car",1,104,19.76,78,0,0,55,0,2
"984",310,"train",0,104,27,67,70,4,35,0,2
"985",310,"car",1,104,19.76,78,0,0,35,0,2
"986",311,"train",0,104,27,67,70,4,29,0,2
"987",311,"car",1,104,19.76,78,0,0,29,0,2
"988",312,"train",0,104,27,67,70,4,70,0,2
"989",312,"car",1,104,19.76,78,0,0,70,0,2
"990",313,"train",0,104,27,67,70,4,25,0,2
"991",313,"car",1,104,19.76,78,0,0,25,0,2
"992",314,"train",0,104,27,67,70,4,70,0,2
"993",314,"car",1,104,19.76,78,0,0,70,0,2
"994",315,"train",0,147,31,67,95,4,15,0,2
