choice,college,hsg2,coml5,type1,type2,type3,type4,type5,type6,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,price1,price2,price3,price4,price5,price6,range1,range2,range3,range4,range5,range6,acc1,acc2,acc3,acc4,acc5,acc6,speed1,speed2,speed3,speed4,speed5,speed6,pollution1,pollution2,pollution3,pollution4,pollution5,pollution6,size1,size2,size3,size4,size5,size6,space1,space2,space3,space4,space5,space6,cost1,cost2,cost3,cost4,cost5,cost6,station1,station2,station3,station4,station5,station6
choice6,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.8906233,2.8906233,3.2118037,3.2118037,1.9270822,1.9270822,300.0,300.0,250.0,250.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,110.0,110.0,140.0,140.0,85.0,85.0,0.25,0.25,0.6,0.6,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,2.0,2.0,0.1,0.1,0.3,0.3,1.0,1.0
choice4,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.0899555,4.0899555,2.8118444,2.8118444,3.3230888,3.3230888,300.0,300.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,110.0,110.0,140.0,140.0,85.0,85.0,0.25,0.25,0.6,0.6,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.3,0.3,0.7,0.7,1.0,1.0
choice5,0.0,1.0,1.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.3455777,4.3455777,2.8118444,2.8118444,3.3230888,3.3230888,75.0,75.0,250.0,250.0,400.0,400.0,2.5,2.5,4.0,4.0,6.0,6.0,85.0,85.0,140.0,140.0,85.0,85.0,0.0,0.0,0.1,0.1,0.4,0.4,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,2.0,2.0,0.0,0.0,0.7,0.7,0.1,0.1
choice5,1.0,0.0,1.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,2.9778108,2.9778108,1.4889054,1.4889054,2.2333581,2.2333581,75.0,75.0,250.0,250.0,250.0,250.0,6.0,6.0,2.5,2.5,4.0,4.0,55.0,55.0,95.0,95.0,140.0,140.0,0.0,0.0,0.25,0.25,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,8.0,4.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0
choice3,0.0,1.0,1.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.9704144,3.9704144,4.963018,4.963018,2.9778108,2.9778108,125.0,125.0,250.0,250.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,100.0,100.0,95.0,95.0,110.0,110.0,0.0,0.0,0.4,0.4,0.75,0.75,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,8.0,8.0,0.0,0.0,0.3,0.3,1.0,1.0
choice3,0.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,5.554415,5.554415,5.8068884,5.8068884,4.2920479,4.2920479,125.0,125.0,300.0,300.0,250.0,250.0,6.0,6.0,2.5,2.5,4.0,4.0,100.0,100.0,85.0,85.0,95.0,95.0,0.0,0.0,0.4,0.4,0.75,0.75,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,6.0,0.0,0.0,0.7,0.7,0.1,0.1
choice1,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.2920479,4.2920479,2.7772075,2.7772075,3.2821543,3.2821543,200.0,200.0,75.0,75.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,100.0,100.0,85.0,85.0,95.0,95.0,0.0,0.0,0.25,0.25,0.6,0.6,1.0,1.0,2.0,2.0,3.0,3.0,0.7,0.7,0.7,0.7,1.0,1.0,4.0,4.0,8.0,8.0,2.0,2.0,0.0,0.0,0.3,0.3,0.7,0.7
choice2,1.0,0.0,0.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.8541644,3.8541644,4.8177056,4.8177056,5.1388859,5.1388859,75.0,75.0,400.0,400.0,250.0,250.0,2.5,2.5,4.0,4.0,6.0,6.0,85.0,85.0,85.0,85.0,95.0,95.0,0.0,0.0,0.75,0.75,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.0,0.0,0.3,0.3,1.0,1.0
choice2,1.0,0.0,0.0,sportcar,regcar,sportcar,truck,sportcar,sportuv,cng,cng,electric,electric,gasoline,gasoline,3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,300.0,300.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,85.0,85.0,95.0,95.0,110.0,110.0,0.6,0.6,0.25,0.25,0.5,0.5,2.0,2.0,0.0,0.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,0.3,0.3,0.7,0.7,1.0,1.0
choice5,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,8.4371306,8.4371306,5.4593198,5.4593198,6.4519234,6.4519234,75.0,75.0,250.0,250.0,400.0,400.0,2.5,2.5,4.0,4.0,6.0,6.0,85.0,85.0,140.0,140.0,85.0,85.0,0.0,0.0,0.1,0.1,0.4,0.4,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,2.0,2.0,0.0,0.0,0.7,0.7,0.1,0.1
choice3,1.0,1.0,1.0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,1.2781111,1.2781111,1.2781111,1.2781111,0.76686666,0.76686666,125.0,125.0,300.0,300.0,250.0,250.0,2.5,2.5,4.0,4.0,6.0,6.0,55.0,55.0,95.0,95.0,110.0,110.0,0.0,0.0,0.6,0.6,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,0.7,0.7,0.1,0.1
choice3,0.0,1.0,0.0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,3.3230888,3.3230888,3.8343333,3.8343333,4.0899555,4.0899555,300.0,300.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,140.0,140.0,85.0,85.0,95.0,95.0,0.1,0.1,0.4,0.4,0.75,0.75,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,0.3,0.3,0.7,0.7,1.0,1.0
choice6,0.0,1.0,0.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.8627713,3.8627713,4.1386835,4.1386835,3.0350346,3.0350346,125.0,125.0,300.0,300.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,85.0,85.0,140.0,140.0,95.0,95.0,0.0,0.0,0.4,0.4,0.25,0.25,2.0,2.0,3.0,3.0,1.0,1.0,0.7,0.7,0.7,0.7,1.0,1.0,8.0,8.0,2.0,2.0,6.0,6.0,0.0,0.0,0.1,0.1,1.0,1.0
choice3,1.0,1.0,1.0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,2.5247341,2.5247341,2.5247341,2.5247341,1.5148404,1.5148404,200.0,200.0,75.0,75.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,65.0,65.0,110.0,110.0,140.0,140.0,0.0,0.0,0.6,0.6,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,8.0,8.0,0.0,0.0,0.1,0.1,0.3,0.3
choice1,0.0,0.0,1.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,1.9852072,1.9852072,2.2333581,2.2333581,1.4889054,1.4889054,125.0,125.0,300.0,300.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,65.0,65.0,110.0,110.0,85.0,85.0,0.0,0.0,0.6,0.6,0.5,0.5,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.7,0.7,1.0,1.0,4.0,4.0,4.0,4.0,8.0,8.0,0.0,0.0,0.7,0.7,1.0,1.0
choice4,1.0,0.0,1.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,1.1036489,1.1036489,1.241605,1.241605,1.3795612,1.3795612,125.0,125.0,300.0,300.0,250.0,250.0,6.0,6.0,2.5,2.5,4.0,4.0,55.0,55.0,95.0,95.0,110.0,110.0,0.0,0.0,0.6,0.6,0.25,0.25,1.0,1.0,2.0,2.0,0.0,0.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,4.0,4.0,6.0,6.0,0.0,0.0,0.7,0.7,0.1,0.1
choice6,1.0,1.0,0.0,truck,van,truck,stwagon,truck,regcar,methanol,methanol,cng,cng,gasoline,gasoline,4.1386835,4.1386835,4.4145957,4.4145957,3.586859,3.586859,125.0,125.0,300.0,300.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,55.0,55.0,95.0,95.0,140.0,140.0,0.0,0.0,0.1,0.1,0.75,0.75,3.0,3.0,1.0,1.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,4.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0
choice5,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,75.0,75.0,300.0,300.0,350.0,350.0,2.5,2.5,4.0,4.0,6.0,6.0,85.0,85.0,95.0,95.0,110.0,110.0,0.1,0.1,0.4,0.4,0.75,0.75,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,0.1,0.1,0.3,0.3,1.0,1.0
choice5,1.0,0.0,0.0,truck,regcar,truck,van,truck,stwagon,methanol,methanol,cng,cng,electric,electric,4.4965252,4.4965252,4.8177056,4.8177056,5.1388859,5.1388859,200.0,200.0,75.0,75.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,100.0,100.0,85.0,85.0,95.0,95.0,0.0,0.0,0.25,0.25,0.6,0.6,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,0.0,0.0,0.7,0.7,0.1,0.1
choice3,1.0,0.0,0.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.690508,4.690508,3.586859,3.586859,4.1386835,4.1386835,125.0,125.0,250.0,250.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,65.0,65.0,140.0,140.0,85.0,85.0,0.0,0.0,0.75,0.75,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,8.0,8.0,0.0,0.0,0.3,0.3,1.0,1.0
choice6,1.0,1.0,0.0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,6.6218936,6.6218936,4.690508,4.690508,5.2423324,5.2423324,125.0,125.0,300.0,300.0,250.0,250.0,4.0,4.0,6.0,6.0,2.5,2.5,100.0,100.0,85.0,85.0,95.0,95.0,0.0,0.0,0.4,0.4,0.75,0.75,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,6.0,6.0,8.0,8.0,0.0,0.0,0.3,0.3,0.7,0.7
choice6,0.0,0.0,0.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.7871011,3.7871011,4.0395745,4.0395745,3.2821543,3.2821543,125.0,125.0,300.0,300.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,55.0,55.0,95.0,95.0,140.0,140.0,0.0,0.0,0.1,0.1,0.75,0.75,3.0,3.0,2.0,2.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,4.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0
choice5,0.0,1.0,0.0,sportuv,truck,sportuv,sportcar,sportuv,regcar,methanol,methanol,cng,cng,gasoline,gasoline,4.2920479,4.2920479,2.7772075,2.7772075,3.7871011,3.7871011,125.0,125.0,300.0,300.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,65.0,65.0,110.0,110.0,85.0,85.0,0.0,0.0,0.6,0.6,0.5,0.5,3.0,3.0,1.0,1.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,4.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0
choice5,1.0,0.0,0.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,5.2230137,5.2230137,5.4604234,5.4604234,4.5107845,4.5107845,200.0,200.0,75.0,75.0,350.0,350.0,6.0,6.0,2.5,2.5,4.0,4.0,85.0,85.0,140.0,140.0,95.0,95.0,0.0,0.0,0.25,0.25,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,0.7,0.7,1.0,1.0,2.0,2.0,8.0,8.0,4.0,4.0,0.0,0.0,0.7,0.7,1.0,1.0
choice5,1.0,0.0,1.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,5.554415,5.554415,5.8068884,5.8068884,4.2920479,4.2920479,200.0,200.0,75.0,75.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,55.0,55.0,95.0,95.0,110.0,110.0,0.0,0.0,0.1,0.1,0.4,0.4,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,0.0,0.0,0.7,0.7,0.1,0.1
choice5,1.0,0.0,0.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,5.3671598,5.3671598,4.2490015,4.2490015,4.6962648,4.6962648,200.0,200.0,300.0,300.0,350.0,350.0,2.5,2.5,4.0,4.0,6.0,6.0,100.0,100.0,95.0,95.0,110.0,110.0,0.0,0.0,0.25,0.25,0.5,0.5,3.0,3.0,1.0,1.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,8.0,8.0,2.0,2.0,0.0,0.0,0.1,0.1,1.0,1.0
choice5,0.0,1.0,0.0,sportuv,regcar,sportuv,truck,sportuv,sportcar,cng,cng,electric,electric,gasoline,gasoline,3.7919343,3.7919343,4.1910853,4.1910853,4.5902363,4.5902363,75.0,75.0,300.0,300.0,350.0,350.0,6.0,6.0,2.5,2.5,4.0,4.0,110.0,110.0,140.0,140.0,85.0,85.0,0.4,0.4,0.75,0.75,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.7,0.7,0.1,0.1,1.0,1.0
choice6,1.0,0.0,0.0,truck,van,truck,stwagon,truck,regcar,methanol,methanol,cng,cng,gasoline,gasoline,3.8343333,3.8343333,4.0899555,4.0899555,3.3230888,3.3230888,125.0,125.0,300.0,300.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,65.0,65.0,110.0,110.0,85.0,85.0,0.0,0.0,0.6,0.6,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,0.7,0.7,0.7,0.7,1.0,1.0,2.0,2.0,2.0,2.0,6.0,6.0,0.0,0.0,0.1,0.1,1.0,1.0
choice1,0.0,0.0,0.0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.0350346,3.0350346,3.586859,3.586859,4.1386835,4.1386835,75.0,75.0,300.0,300.0,350.0,350.0,4.0,4.0,6.0,6.0,2.5,2.5,95.0,95.0,110.0,110.0,140.0,140.0,0.25,0.25,0.6,0.6,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,8.0,8.0,0.3,0.3,0.7,0.7,1.0,1.0
choice5,1.0,1.0,0.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.4965252,4.4965252,5.1388859,5.1388859,3.5329841,3.5329841,125.0,125.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,85.0,85.0,85.0,85.0,95.0,95.0,0.0,0.0,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,8.0,2.0,2.0,0.0,0.0,0.7,0.7,1.0,1.0
choice5,1.0,0.0,0.0,sportcar,truck,sportcar,sportuv,sportcar,regcar,methanol,methanol,cng,cng,gasoline,gasoline,5.9352428,5.9352428,6.6474719,6.6474719,8.3093399,8.3093399,125.0,125.0,300.0,300.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,100.0,100.0,85.0,85.0,110.0,110.0,0.0,0.0,0.25,0.25,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.7,0.7,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,0.0,0.0,0.1,0.1,1.0,1.0
choice3,1.0,0.0,1.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,10.91864,10.91864,8.4371306,8.4371306,9.4297342,9.4297342,200.0,200.0,300.0,300.0,350.0,350.0,4.0,4.0,6.0,6.0,2.5,2.5,55.0,55.0,110.0,110.0,140.0,140.0,0.0,0.0,0.75,0.75,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,6.0,0.0,0.0,0.3,0.3,1.0,1.0
choice1,1.0,1.0,1.0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,6.0593618,6.0593618,4.2920479,4.2920479,4.7969948,4.7969948,125.0,125.0,300.0,300.0,250.0,250.0,6.0,6.0,2.5,2.5,4.0,4.0,85.0,85.0,140.0,140.0,85.0,85.0,0.0,0.0,0.25,0.25,0.6,0.6,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,0.0,0.0,0.7,0.7,0.1,0.1
choice5,1.0,0.0,1.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.0296809,3.0296809,3.2821543,3.2821543,3.7871011,3.7871011,200.0,200.0,75.0,75.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,55.0,55.0,95.0,95.0,110.0,110.0,0.0,0.0,0.1,0.1,0.4,0.4,3.0,3.0,2.0,2.0,3.0,3.0,0.7,0.7,0.7,0.7,1.0,1.0,8.0,8.0,8.0,8.0,2.0,2.0,0.0,0.0,0.3,0.3,0.7,0.7
choice5,0.0,0.0,1.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.5787111,3.5787111,3.8343333,3.8343333,2.8118444,2.8118444,125.0,125.0,300.0,300.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,85.0,85.0,140.0,140.0,95.0,95.0,0.0,0.0,0.4,0.4,0.25,0.25,2.0,2.0,3.0,3.0,1.0,1.0,0.7,0.7,0.7,0.7,1.0,1.0,8.0,8.0,2.0,2.0,6.0,6.0,0.0,0.0,0.1,0.1,1.0,1.0
choice5,1.0,0.0,1.0,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,3.8541644,3.8541644,4.8177056,4.8177056,5.1388859,5.1388859,200.0,200.0,300.0,300.0,350.0,350.0,2.5,2.5,4.0,4.0,6.0,6.0,100.0,100.0,95.0,95.0,110.0,110.0,0.0,0.0,0.25,0.25,0.5,0.5,3.0,3.0,1.0,1.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,0.7,0.7,1.0,1.0
choice5,1.0,0.0,1.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,6.0700691,6.0700691,6.3459814,6.3459814,5.2423324,5.2423324,75.0,75.0,250.0,250.0,250.0,250.0,6.0,6.0,2.5,2.5,4.0,4.0,65.0,65.0,110.0,110.0,85.0,85.0,0.0,0.0,0.4,0.4,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,8.0,8.0,4.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0
choice5,1.0,0.0,0.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,5.4600663,5.4600663,6.102427,6.102427,7.3871485,7.3871485,125.0,125.0,300.0,300.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,55.0,55.0,95.0,95.0,140.0,140.0,0.0,0.0,0.1,0.1,0.75,0.75,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.7,0.7,1.0,1.0,2.0,2.0,4.0,4.0,8.0,8.0,0.0,0.0,0.7,0.7,1.0,1.0
choice5,1.0,0.0,0.0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.0350346,3.0350346,3.586859,3.586859,4.1386835,4.1386835,75.0,75.0,300.0,300.0,350.0,350.0,4.0,4.0,6.0,6.0,2.5,2.5,110.0,110.0,140.0,140.0,85.0,85.0,0.4,0.4,0.75,0.75,0.25,0.25,2.0,2.0,3.0,3.0,1.0,1.0,0.7,0.7,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,2.0,2.0,0.3,0.3,0.7,0.7,1.0,1.0
choice4,1.0,0.0,0.0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,8.0791491,8.0791491,8.8365693,8.8365693,6.3118352,6.3118352,75.0,75.0,300.0,300.0,350.0,350.0,6.0,6.0,2.5,2.5,4.0,4.0,95.0,95.0,110.0,110.0,140.0,140.0,0.25,0.25,0.6,0.6,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.7,0.7,0.1,0.1,1.0,1.0
choice4,1.0,1.0,1.0,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,5.554415,5.554415,4.2920479,4.2920479,4.7969948,4.7969948,75.0,75.0,400.0,400.0,250.0,250.0,2.5,2.5,4.0,4.0,6.0,6.0,100.0,100.0,95.0,95.0,110.0,110.0,0.0,0.0,0.6,0.6,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,8.0,8.0,2.0,2.0,0.0,0.0,0.3,0.3,1.0,1.0
choice4,0.0,0.0,0.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,5.4600663,5.4600663,4.1753448,4.1753448,4.8177056,4.8177056,125.0,125.0,250.0,250.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,85.0,85.0,85.0,85.0,95.0,95.0,0.0,0.0,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,4.0,4.0,6.0,6.0,0.0,0.0,0.3,0.3,1.0,1.0
choice5,1.0,0.0,0.0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,300.0,300.0,250.0,250.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,110.0,110.0,140.0,140.0,85.0,85.0,0.25,0.25,0.6,0.6,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,2.0,2.0,0.1,0.1,0.3,0.3,1.0,1.0
choice3,1.0,1.0,0.0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,5.2423324,5.2423324,5.7941569,5.7941569,6.3459814,6.3459814,75.0,75.0,300.0,300.0,350.0,350.0,4.0,4.0,6.0,6.0,2.5,2.5,85.0,85.0,95.0,95.0,110.0,110.0,0.1,0.1,0.4,0.4,0.75,0.75,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,8.0,8.0,0.3,0.3,0.7,0.7,1.0,1.0
choice6,1.0,1.0,0.0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,5.4604234,5.4604234,4.0359651,4.0359651,4.5107845,4.5107845,75.0,75.0,300.0,300.0,350.0,350.0,6.0,6.0,2.5,2.5,4.0,4.0,85.0,85.0,95.0,95.0,110.0,110.0,0.1,0.1,0.4,0.4,0.75,0.75,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.7,0.7,0.1,0.1,1.0,1.0
choice5,1.0,0.0,0.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,5.2423324,5.2423324,6.3459814,6.3459814,4.690508,4.690508,200.0,200.0,300.0,300.0,350.0,350.0,4.0,4.0,6.0,6.0,2.5,2.5,100.0,100.0,95.0,95.0,110.0,110.0,0.0,0.0,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,4.0,4.0,6.0,6.0,0.0,0.0,0.3,0.3,1.0,1.0
choice4,0.0,1.0,1.0,sportuv,truck,sportuv,sportcar,sportuv,regcar,methanol,methanol,cng,cng,gasoline,gasoline,1.9313856,1.9313856,1.9313856,1.9313856,2.7591223,2.7591223,75.0,75.0,250.0,250.0,250.0,250.0,6.0,6.0,2.5,2.5,4.0,4.0,85.0,85.0,140.0,140.0,95.0,95.0,0.0,0.0,0.6,0.6,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,0.7,0.7,1.0,1.0,2.0,2.0,2.0,2.0,6.0,6.0,0.0,0.0,0.1,0.1,1.0,1.0
